name,date,hour,count
uni-rowe,2017-05-06,14,1
uni-rowe,2017-05-06,15,2
uni-rowe,2017-05-06,16,4
uni-rowe,2017-05-06,17,1
uni-rowe,2017-05-06,18,0
uni-rowe,2017-05-06,19,0
uni-rowe,2017-05-06,20,0
uni-rowe,2017-05-06,21,1
uni-rowe,2017-05-06,22,1
uni-rowe,2017-05-06,23,0
uni-rowe,2017-05-07,0,0
uni-rowe,2017-05-07,1,0
uni-rowe,2017-05-07,2,0
uni-rowe,2017-05-07,3,0
uni-rowe,2017-05-07,4,0
uni-rowe,2017-05-07,5,0
uni-rowe,2017-05-07,6,2
uni-rowe,2017-05-07,7,0
uni-rowe,2017-05-07,8,0
uni-rowe,2017-05-07,9,0
uni-rowe,2017-05-07,10,0
uni-rowe,2017-05-07,11,0
uni-rowe,2017-05-07,12,1
uni-rowe,2017-05-07,13,1
uni-rowe,2017-05-07,14,1
uni-rowe,2017-05-07,15,2
uni-rowe,2017-05-07,16,0
uni-rowe,2017-05-07,17,0
uni-rowe,2017-05-07,18,0
uni-rowe,2017-05-07,19,0
uni-rowe,2017-05-07,20,0
uni-rowe,2017-05-07,21,0
uni-rowe,2017-05-07,22,0
uni-rowe,2017-05-07,23,0
uni-rowe,2017-05-08,0,0
uni-rowe,2017-05-08,1,0
uni-rowe,2017-05-08,2,0
uni-rowe,2017-05-08,3,0
uni-rowe,2017-05-08,4,0
uni-rowe,2017-05-08,5,1
uni-rowe,2017-05-08,6,0
uni-rowe,2017-05-08,7,2
uni-rowe,2017-05-08,8,11
uni-rowe,2017-05-08,9,2
uni-rowe,2017-05-08,10,3
uni-rowe,2017-05-08,11,4
uni-rowe,2017-05-08,12,3
uni-rowe,2017-05-08,13,2
uni-rowe,2017-05-08,14,5
uni-rowe,2017-05-08,15,4
uni-rowe,2017-05-08,16,5
uni-rowe,2017-05-08,17,5
uni-rowe,2017-05-08,18,3
uni-rowe,2017-05-08,19,7
uni-rowe,2017-05-08,20,3
uni-rowe,2017-05-08,21,3
uni-rowe,2017-05-08,22,0
uni-rowe,2017-05-08,23,0
uni-rowe,2017-05-09,0,0
uni-rowe,2017-05-09,1,0
uni-rowe,2017-05-09,2,0
uni-rowe,2017-05-09,3,0
uni-rowe,2017-05-09,4,0
uni-rowe,2017-05-09,5,0
uni-rowe,2017-05-09,6,1
uni-rowe,2017-05-09,7,4
uni-rowe,2017-05-09,8,10
uni-rowe,2017-05-09,9,3
uni-rowe,2017-05-09,10,1
uni-rowe,2017-05-09,11,6
uni-rowe,2017-05-09,12,6
uni-rowe,2017-05-09,13,4
uni-rowe,2017-05-09,14,9
uni-rowe,2017-05-09,15,3
uni-rowe,2017-05-09,16,4
uni-rowe,2017-05-09,17,4
uni-rowe,2017-05-09,18,2
uni-rowe,2017-05-09,19,0
uni-rowe,2017-05-09,20,1
uni-rowe,2017-05-09,21,0
uni-rowe,2017-05-09,22,0
uni-rowe,2017-05-09,23,0
uni-rowe,2017-05-10,0,0
uni-rowe,2017-05-10,1,0
uni-rowe,2017-05-10,2,0
uni-rowe,2017-05-10,3,0
uni-rowe,2017-05-10,4,0
uni-rowe,2017-05-10,5,0
uni-rowe,2017-05-10,6,5
uni-rowe,2017-05-10,7,5
uni-rowe,2017-05-10,8,10
uni-rowe,2017-05-10,9,8
uni-rowe,2017-05-10,10,4
uni-rowe,2017-05-10,11,5
uni-rowe,2017-05-10,12,5
uni-rowe,2017-05-10,13,6
uni-rowe,2017-05-10,14,4
uni-rowe,2017-05-10,15,8
uni-rowe,2017-05-10,16,9
uni-rowe,2017-05-10,17,5
uni-rowe,2017-05-10,18,3
uni-rowe,2017-05-10,19,5
uni-rowe,2017-05-10,20,1
uni-rowe,2017-05-10,21,3
uni-rowe,2017-05-10,22,1
